groupcode,groupname,groupcode_s,groupname_s,countrycode,countryname,countrycode_s,countryname_s
GX88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,TON,Tonga,866,Tonga
GX88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,TUN,Tunisia,744,Tunisia
GX88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,TUR,"Türkiye, Republic of",186,Türkiye
GX88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,UGA,Uganda,746,Uganda
GX88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,URY,Uruguay,298,Uruguay
GX88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,VUT,Vanuatu,846,Vanuatu
GX88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,88,Emerging Market and Developing Economies by External Financing: Net Debtors without Arrears and/or Rescheduling During 2019-23,WBG,West Bank and Gaza,487,West Bank and Gaza
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),AFG,"Afghanistan, Islamic Republic of",512,Afghanistan
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ALB,Albania,914,Albania
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ATG,Antigua and Barbuda,311,Antigua and Barbuda
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ARG,Argentina,213,Argentina
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ARM,"Armenia, Republic of",911,Armenia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ABW,"Aruba, Kingdom of the Netherlands",314,Aruba
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BHS,"Bahamas, The",313,"Bahamas, The"
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BGD,Bangladesh,513,Bangladesh
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BRB,Barbados,316,Barbados
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BLR,"Belarus, Republic of",913,Belarus
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BLZ,Belize,339,Belize
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BEN,Benin,638,Benin
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BTN,Bhutan,514,Bhutan
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BOL,Bolivia,218,Bolivia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BIH,Bosnia and Herzegovina,963,Bosnia and Herzegovina
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BWA,Botswana,616,Botswana
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BRA,Brazil,223,Brazil
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BFA,Burkina Faso,748,Burkina Faso
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),BDI,Burundi,618,Burundi
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),CPV,Cabo Verde,624,Cabo Verde
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),KHM,Cambodia,522,Cambodia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),CMR,Cameroon,622,Cameroon
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),CAF,Central African Republic,626,Central African Republic
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),CHL,Chile,228,Chile
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),COL,Colombia,233,Colombia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),COM,"Comoros, Union of the",632,Comoros
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),COD,"Congo, Democratic Republic of the",636,"Congo, Democratic Republic of the"
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),CRI,Costa Rica,238,Costa Rica
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),CIV,Côte d'Ivoire,662,Côte d'Ivoire
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),DJI,Djibouti,611,Djibouti
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),DMA,Dominica,321,Dominica
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),DOM,Dominican Republic,243,Dominican Republic
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),EGY,"Egypt, Arab Republic of",469,Egypt
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SLV,El Salvador,253,El Salvador
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ERI,"Eritrea, The State of",643,Eritrea
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SWZ,"Eswatini, Kingdom of",734,Eswatini
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ETH,"Ethiopia, The Federal Democratic Republic of",644,Ethiopia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),FJI,"Fiji, Republic of",819,Fiji
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),GMB,"Gambia, The",648,"Gambia, The"
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),GEO,Georgia,915,Georgia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),GHA,Ghana,652,Ghana
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),GRD,Grenada,328,Grenada
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),GTM,Guatemala,258,Guatemala
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),GIN,Guinea,656,Guinea
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),GNB,Guinea-Bissau,654,Guinea-Bissau
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),HTI,Haiti,263,Haiti
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),HND,Honduras,268,Honduras
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),HUN,Hungary,944,Hungary
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),IND,India,534,India
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),IDN,Indonesia,536,Indonesia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),JAM,Jamaica,343,Jamaica
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),JOR,Jordan,439,Jordan
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),KEN,Kenya,664,Kenya
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),KIR,Kiribati,826,Kiribati
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),KOS,"Kosovo, Republic of",967,Kosovo
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),KGZ,Kyrgyz Republic,917,Kyrgyz Republic
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),LAO,Lao People's Democratic Republic,544,Lao P.D.R.
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),LBN,Lebanon,446,Lebanon
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),LSO,"Lesotho, Kingdom of",666,Lesotho
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),LBR,Liberia,668,Liberia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MDG,"Madagascar, Republic of",674,Madagascar
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MWI,Malawi,676,Malawi
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MYS,Malaysia,548,Malaysia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MDV,Maldives,556,Maldives
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MLI,Mali,678,Mali
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MHL,"Marshall Islands, Republic of the",867,Marshall Islands
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MRT,"Mauritania, Islamic Republic of",682,Mauritania
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MUS,Mauritius,684,Mauritius
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MEX,Mexico,273,Mexico
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),FSM,"Micronesia, Federated States of",868,Micronesia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MDA,"Moldova, Republic of",921,Moldova
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MNG,Mongolia,948,Mongolia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MNE,Montenegro,943,"Montenegro, Rep. of"
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MAR,Morocco,686,Morocco
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MOZ,"Mozambique, Republic of",688,Mozambique
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MMR,Myanmar,518,Myanmar
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),NAM,Namibia,728,Namibia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),NRU,"Nauru, Republic of",836,Nauru
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),NPL,Nepal,558,Nepal
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),NIC,Nicaragua,278,Nicaragua
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),NER,Niger,692,Niger
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),MKD,"North Macedonia, Republic of",962,North Macedonia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),PAK,Pakistan,564,Pakistan
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),PLW,"Palau, Republic of",565,Palau
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),PAN,Panama,283,Panama
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),PNG,Papua New Guinea,853,Papua New Guinea
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),PRY,Paraguay,288,Paraguay
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),PER,Peru,293,Peru
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),PHL,Philippines,566,Philippines
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),POL,"Poland, Republic of",964,Poland
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ROU,Romania,968,Romania
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),RUS,Russian Federation,922,Russia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),RWA,Rwanda,714,Rwanda
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),WSM,Samoa,862,Samoa
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SEN,Senegal,722,Senegal
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SRB,"Serbia, Republic of",942,Serbia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SYC,Seychelles,718,Seychelles
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SLE,Sierra Leone,724,Sierra Leone
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SLB,Solomon Islands,813,Solomon Islands
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SOM,Somalia,726,Somalia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ZAF,South Africa,199,South Africa
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),LKA,Sri Lanka,524,Sri Lanka
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),KNA,St. Kitts and Nevis,361,St. Kitts and Nevis
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),LCA,St. Lucia,362,St. Lucia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),VCT,St. Vincent and the Grenadines,364,St. Vincent and the Grenadines
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SDN,Sudan,732,Sudan
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),SUR,Suriname,366,Suriname
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),STP,"São Tomé and Príncipe, Democratic Republic of",716,São Tomé and Príncipe
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),TJK,"Tajikistan, Republic of",923,Tajikistan
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),TZA,"Tanzania, United Republic of",738,Tanzania
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),THA,Thailand,578,Thailand
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),TGO,Togo,742,Togo
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),TON,Tonga,866,Tonga
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),TTO,Trinidad and Tobago,369,Trinidad and Tobago
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),TUN,Tunisia,744,Tunisia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),TUV,Tuvalu,869,Tuvalu
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),TUR,"Türkiye, Republic of",186,Türkiye
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),UGA,Uganda,746,Uganda
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),UKR,Ukraine,926,Ukraine
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),URY,Uruguay,298,Uruguay
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),UZB,"Uzbekistan, Republic of",927,Uzbekistan
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),VUT,Vanuatu,846,Vanuatu
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),VNM,Vietnam,582,Vietnam
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),YEM,"Yemen, Republic of",474,Yemen
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ZMB,Zambia,754,Zambia
GX93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),93,Emerging Market and Developing Economies by Source of Export Earnings: Nonfuel (excl. China),ZWE,Zimbabwe,698,Zimbabwe
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,ALB,Albania,914,Albania
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,DZA,Algeria,612,Algeria
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,AGO,Angola,614,Angola
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,ATG,Antigua and Barbuda,311,Antigua and Barbuda
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,ARG,Argentina,213,Argentina
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,ARM,"Armenia, Republic of",911,Armenia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,ABW,"Aruba, Kingdom of the Netherlands",314,Aruba
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,AZE,"Azerbaijan, Republic of",912,Azerbaijan
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BHS,"Bahamas, The",313,"Bahamas, The"
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BHR,"Bahrain, Kingdom of",419,Bahrain
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BRB,Barbados,316,Barbados
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BLR,"Belarus, Republic of",913,Belarus
