database,name,Agency ID,Resource ID,Latest Version,Unique ID
IMF.STA:EER_2026_FEB_VINTAGE,Effective Exchange Rates (ER) 2026 February,IMF.STA,EER_2026_FEB_VINTAGE,1.0.0,IMF.STA:EER_2026_FEB_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2026_JAN_GAS1_VINTAGE,GAS Live 2026 January GAS1,IMF.RES.GAS,GAS_LIVE_2026_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2026_JAN_GAS1_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2016_JUL_GAS1_VINTAGE,GEE Live 2016 July GAS1,IMF.RES.GEE,GEE_LIVE_2016_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_JUL_GAS1_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2017_OCT_GAS2_VINTAGE,GAS Live 2017 October GAS2,IMF.RES.GAS,GAS_LIVE_2017_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2017_OCT_GAS2_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2025_JAN_FINAL_VINTAGE,GEE Live 2025 January Final,IMF.RES.GEE,GEE_LIVE_2025_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2025_JAN_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2018_JAN_FINAL_VINTAGE,GEE Live 2018 January Final,IMF.RES.GEE,GEE_LIVE_2018_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_JAN_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2024_OCT_GAS3_VINTAGE,GAS Live 2024 October GAS3,IMF.RES.GAS,GAS_LIVE_2024_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_OCT_GAS3_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2018_JUL_GAS1_VINTAGE,GEE Live 2018 July GAS1,IMF.RES.GEE,GEE_LIVE_2018_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_JUL_GAS1_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2006_SEP_VINTAGE,WEO Live 2006 September,IMF.RES.WEO,WEO_LIVE_2006_SEP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2006_SEP_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2011_JAN_VINTAGE,WEO Live 2011 January,IMF.RES.WEO,WEO_LIVE_2011_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2011_JAN_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2019_JUL_FINAL_VINTAGE,GEE Live 2019 July Final,IMF.RES.GEE,GEE_LIVE_2019_JUL_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_JUL_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2008_APR_FINAL_VINTAGE,GEE Live 2008 April Final,IMF.RES.GEE,GEE_LIVE_2008_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2008_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2018_JAN_VINTAGE,WEO Live 2018 January,IMF.RES.WEO,WEO_LIVE_2018_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2018_JAN_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_1990_OCT_VINTAGE,WEO Live 1990 October,IMF.RES.WEO,WEO_LIVE_1990_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1990_OCT_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2015_JAN_FINAL_VINTAGE,GEE Live 2015 January Final,IMF.RES.GEE,GEE_LIVE_2015_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_JAN_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2025_APR_VINTAGE,WEO Live 2025 April,IMF.RES.WEO,WEO_LIVE_2025_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2025_APR_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2025_JUL_GAS1B_VINTAGE,GEE Live 2025 July GAS1b,IMF.RES.GEE,GEE_LIVE_2025_JUL_GAS1B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2025_JUL_GAS1B_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2025_JUL_GAS1B_VINTAGE,GAS Live 2025 July GAS1b,IMF.RES.GAS,GAS_LIVE_2025_JUL_GAS1B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_JUL_GAS1B_VINTAGE(1.0.0)
IMF.APD:APDREO_2025_OCT_VINTAGE,Asia and Pacific Regional Economic Outlook (APDREO) 2025 October,IMF.APD,APDREO_2025_OCT_VINTAGE,1.0.0,IMF.APD:APDREO_2025_OCT_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2020_APR_GAS3D_VINTAGE,GAS Live 2020 April GAS3d,IMF.RES.GAS,GAS_LIVE_2020_APR_GAS3D_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_APR_GAS3D_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2022_JUL_GAS1_VINTAGE,GAS Live 2022 July GAS1,IMF.RES.GAS,GAS_LIVE_2022_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_JUL_GAS1_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2025_APR_FINAL_VINTAGE,GAS Live 2025 April Final,IMF.RES.GAS,GAS_LIVE_2025_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2011_SEP_GAS2_VINTAGE,GAS Live 2011 September GAS2,IMF.RES.GAS,GAS_LIVE_2011_SEP_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_SEP_GAS2_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_1998_MAY_VINTAGE,WEO Live 1998 May,IMF.RES.WEO,WEO_LIVE_1998_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1998_MAY_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2014_JUL_VINTAGE,WEO Live 2014 July,IMF.RES.WEO,WEO_LIVE_2014_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2014_JUL_VINTAGE(1.0.0)
IMF.STA:QGDP_WCA_2026_APR_VINTAGE,"Quarterly Gross Domestic Product (GDP), World and Country Aggregates 2026 April",IMF.STA,QGDP_WCA_2026_APR_VINTAGE,1.0.0,IMF.STA:QGDP_WCA_2026_APR_VINTAGE(1.0.0)
IMF.STA:ITG_2026_FEB_VINTAGE,International Trade in Goods (ITG) 2026 February,IMF.STA,ITG_2026_FEB_VINTAGE,1.0.0,IMF.STA:ITG_2026_FEB_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2011_APR_FINAL_VINTAGE,GAS Live 2011 April Final,IMF.RES.GAS,GAS_LIVE_2011_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2015_OCT_GAS2_VINTAGE,GAS Live 2015 October GAS2,IMF.RES.GAS,GAS_LIVE_2015_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2015_OCT_GAS2_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2021_JAN_GAS1B_VINTAGE,GEE Live 2021 January GAS1b,IMF.RES.GEE,GEE_LIVE_2021_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2021_JAN_GAS1B_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2024_OCT_GAS2_VINTAGE,GEE Live 2024 October GAS2,IMF.RES.GEE,GEE_LIVE_2024_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2024_OCT_GAS2_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2025_APR_GAS3_VINTAGE,GAS Live 2025 April GAS3,IMF.RES.GAS,GAS_LIVE_2025_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2022_APR_GAS3B_VINTAGE,GAS Live 2022 April GAS3b,IMF.RES.GAS,GAS_LIVE_2022_APR_GAS3B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_APR_GAS3B_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2014_JUL_GAS1_VINTAGE,GEE Live 2014 July GAS1,IMF.RES.GEE,GEE_LIVE_2014_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_JUL_GAS1_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2007_JUL_VINTAGE,WEO Live 2007 July,IMF.RES.WEO,WEO_LIVE_2007_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2007_JUL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2003_SEP_FINAL_VINTAGE,GAS Live 2003 September Final,IMF.RES.GAS,GAS_LIVE_2003_SEP_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2003_SEP_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2021_OCT_FINAL_VINTAGE,GEE Live 2021 October Final,IMF.RES.GEE,GEE_LIVE_2021_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2021_OCT_FINAL_VINTAGE(1.0.0)
IMF.STA:IMTS_2025_DEC_VINTAGE,International Trade in Goods (by partner country) (IMTS) 2025 December,IMF.STA,IMTS_2025_DEC_VINTAGE,1.0.0,IMF.STA:IMTS_2025_DEC_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2017_APR_GAS3_VINTAGE,GEE Live 2017 April GAS3,IMF.RES.GEE,GEE_LIVE_2017_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2017_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2018_APR_VINTAGE,WEO Live 2018 April,IMF.RES.WEO,WEO_LIVE_2018_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2018_APR_VINTAGE(1.0.0)
IMF.STA:PI_2026_FEB_VINTAGE,Production Indexes (PI) 2026 February,IMF.STA,PI_2026_FEB_VINTAGE,1.0.0,IMF.STA:PI_2026_FEB_VINTAGE(1.0.0)
IMF.STA:CPI_WCA_2026_APR_VINTAGE,"Consumer Price Index (CPI), World and Country Aggregates (CPI_WCA) 2026 April",IMF.STA,CPI_WCA_2026_APR_VINTAGE,1.0.0,IMF.STA:CPI_WCA_2026_APR_VINTAGE(1.0.0)
IMF.STA:MFS_OFC_2026_FEB_VINTAGE,"Monetary and Financial Statistics (MFS), Other Financial Corporations 2026 February",IMF.STA,MFS_OFC_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_OFC_2026_FEB_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2025_JAN_VINTAGE,WEO Live 2025 January,IMF.RES.WEO,WEO_LIVE_2025_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2025_JAN_VINTAGE(1.0.0)
IMF.STA:BOP_2026_JAN_VINTAGE,Balance of Payments (BOP) 2026 January,IMF.STA,BOP_2026_JAN_VINTAGE,1.0.0,IMF.STA:BOP_2026_JAN_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2003_APR_VINTAGE,WEO Live 2003 April,IMF.RES.WEO,WEO_LIVE_2003_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2003_APR_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2014_OCT_GAS3_VINTAGE,GEE Live 2014 October GAS3,IMF.RES.GEE,GEE_LIVE_2014_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_OCT_GAS3_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2014_OCT_FINAL_VINTAGE,GEE Live 2014 October Final,IMF.RES.GEE,GEE_LIVE_2014_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_OCT_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2026_APR_VINTAGE,WEO Live 2026 April,IMF.RES.WEO,WEO_LIVE_2026_APR_VINTAGE,1.1.0,IMF.RES.WEO:WEO_LIVE_2026_APR_VINTAGE(1.1.0)
IMF.RES.GAS:GAS_LIVE_2022_OCT_GAS3_VINTAGE,GAS Live 2022 October GAS3,IMF.RES.GAS,GAS_LIVE_2022_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_OCT_GAS3_VINTAGE(1.0.0)
IMF.STA:COFER_2025_OCT_VINTAGE,Currency Composition of Official Foreign Exchange Reserves (COFER) 2025 October,IMF.STA,COFER_2025_OCT_VINTAGE,1.0.0,IMF.STA:COFER_2025_OCT_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2007_OCT_FINAL_VINTAGE,GEE Live 2007 October Final,IMF.RES.GEE,GEE_LIVE_2007_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2007_OCT_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2024_OCT_FINAL_VINTAGE,GAS Live 2024 October Final,IMF.RES.GAS,GAS_LIVE_2024_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_OCT_FINAL_VINTAGE(1.0.0)
IMF.STA:IMTS_2026_APR_VINTAGE,International Trade in Goods (by partner country) (IMTS) 2026 April,IMF.STA,IMTS_2026_APR_VINTAGE,1.0.0,IMF.STA:IMTS_2026_APR_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2022_JUL_VINTAGE,WEO Live 2022 July,IMF.RES.WEO,WEO_LIVE_2022_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2022_JUL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2017_OCT_FINAL_VINTAGE,GAS Live 2017 October Final,IMF.RES.GAS,GAS_LIVE_2017_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2017_OCT_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2025_APR_GAS2_VINTAGE,GEE Live 2025 April GAS2,IMF.RES.GEE,GEE_LIVE_2025_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2025_APR_GAS2_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2013_OCT_GAS2_VINTAGE,GAS Live 2013 October GAS2,IMF.RES.GAS,GAS_LIVE_2013_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2013_OCT_GAS2_VINTAGE(1.0.0)
IMF.STA:BOP_2026_APR_VINTAGE,Balance of Payments (BOP) 2026 April,IMF.STA,BOP_2026_APR_VINTAGE,1.0.0,IMF.STA:BOP_2026_APR_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_1991_MAY_VINTAGE,WEO Live 1991 May,IMF.RES.WEO,WEO_LIVE_1991_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1991_MAY_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2011_JUN_VINTAGE,WEO Live 2011 June,IMF.RES.WEO,WEO_LIVE_2011_JUN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2011_JUN_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2021_JAN_GAS1_VINTAGE,GAS Live 2021 January GAS1,IMF.RES.GAS,GAS_LIVE_2021_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_JAN_GAS1_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2020_APR_GAS3B_VINTAGE,GAS Live 2020 April GAS3b,IMF.RES.GAS,GAS_LIVE_2020_APR_GAS3B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_APR_GAS3B_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2020_APR_GAS2B_VINTAGE,GAS Live 2020 April GAS2b,IMF.RES.GAS,GAS_LIVE_2020_APR_GAS2B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_APR_GAS2B_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2022_JUL_GAS1B_VINTAGE,GAS Live 2022 July GAS1b,IMF.RES.GAS,GAS_LIVE_2022_JUL_GAS1B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_JUL_GAS1B_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2010_OCT_FINAL_VINTAGE,GEE Live 2010 October Final,IMF.RES.GEE,GEE_LIVE_2010_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2010_OCT_FINAL_VINTAGE(1.0.0)
IMF.STA:EER_INPUTS_2026_APR_VINTAGE,"Effective Exchange Rates (EER), Inputs 2026 April",IMF.STA,EER_INPUTS_2026_APR_VINTAGE,1.0.0,IMF.STA:EER_INPUTS_2026_APR_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2021_JAN_FINAL_VINTAGE,GEE Live 2021 January Final,IMF.RES.GEE,GEE_LIVE_2021_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2021_JAN_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2024_OCT_GAS2_VINTAGE,GAS Live 2024 October GAS2,IMF.RES.GAS,GAS_LIVE_2024_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_OCT_GAS2_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2021_APR_GAS3_VINTAGE,GEE Live 2021 April GAS3,IMF.RES.GEE,GEE_LIVE_2021_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2021_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2012_APR_GAS3_VINTAGE,GAS Live 2012 April GAS3,IMF.RES.GAS,GAS_LIVE_2012_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2012_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2013_APR_FINAL_VINTAGE,GEE Live 2013 April Final,IMF.RES.GEE,GEE_LIVE_2013_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2013_APR_FINAL_VINTAGE(1.0.0)
IMF.STA:IIPCC_2026_APR_VINTAGE,Currency Composition of the International Investment Position (IIPCC) 2026 April,IMF.STA,IIPCC_2026_APR_VINTAGE,1.0.0,IMF.STA:IIPCC_2026_APR_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2022_JAN_VINTAGE,WEO Live 2022 January,IMF.RES.WEO,WEO_LIVE_2022_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2022_JAN_VINTAGE(1.0.0)
IMF.STA:IIPCC_2026_FEB_VINTAGE,Currency Composition of the International Investment Position (IIPCC) 2026 February,IMF.STA,IIPCC_2026_FEB_VINTAGE,1.0.0,IMF.STA:IIPCC_2026_FEB_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2019_JAN_GAS1_VINTAGE,GEE Live 2019 January GAS1,IMF.RES.GEE,GEE_LIVE_2019_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_JAN_GAS1_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2013_APR_GAS2_VINTAGE,GEE Live 2013 April GAS2,IMF.RES.GEE,GEE_LIVE_2013_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2013_APR_GAS2_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2020_JAN_GAS1_VINTAGE,GEE Live 2020 January GAS1,IMF.RES.GEE,GEE_LIVE_2020_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_JAN_GAS1_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2012_JAN_GAS0_VINTAGE,GEE Live 2012 January GAS0,IMF.RES.GEE,GEE_LIVE_2012_JAN_GAS0_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2012_JAN_GAS0_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2014_APR_VINTAGE,WEO Live 2014 April,IMF.RES.WEO,WEO_LIVE_2014_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2014_APR_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2014_APR_FINAL_VINTAGE,GEE Live 2014 April Final,IMF.RES.GEE,GEE_LIVE_2014_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2022_APR_GAS3_VINTAGE,GAS Live 2022 April GAS3,IMF.RES.GAS,GAS_LIVE_2022_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2015_JUL_VINTAGE,WEO Live 2015 July,IMF.RES.WEO,WEO_LIVE_2015_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2015_JUL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2014_OCT_VINTAGE,WEO Live 2014 October,IMF.RES.WEO,WEO_LIVE_2014_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2014_OCT_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2016_JUL_FINAL_VINTAGE,GEE Live 2016 July Final,IMF.RES.GEE,GEE_LIVE_2016_JUL_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_JUL_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_1992_OCT_VINTAGE,WEO Live 1992 October,IMF.RES.WEO,WEO_LIVE_1992_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1992_OCT_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2017_JAN_VINTAGE,WEO Live 2017 January,IMF.RES.WEO,WEO_LIVE_2017_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2017_JAN_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2009_JUL_VINTAGE,WEO Live 2009 July,IMF.RES.WEO,WEO_LIVE_2009_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2009_JUL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2014_APR_GAS2_VINTAGE,GAS Live 2014 April GAS2,IMF.RES.GAS,GAS_LIVE_2014_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2014_APR_GAS2_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2008_APR_VINTAGE,WEO Live 2008 April,IMF.RES.WEO,WEO_LIVE_2008_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2008_APR_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2023_APR_GAS2_VINTAGE,GEE Live 2023 April GAS2,IMF.RES.GEE,GEE_LIVE_2023_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2023_APR_GAS2_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2012_APR_FINAL_VINTAGE,GEE Live 2012 April Final,IMF.RES.GEE,GEE_LIVE_2012_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2012_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2020_OCT_VINTAGE,WEO Live 2020 October,IMF.RES.WEO,WEO_LIVE_2020_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2020_OCT_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2025_JUL_GAS1_VINTAGE,GAS Live 2025 July GAS1,IMF.RES.GAS,GAS_LIVE_2025_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_JUL_GAS1_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2011_JAN_GAS1_VINTAGE,GAS Live 2011 January GAS1,IMF.RES.GAS,GAS_LIVE_2011_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_JAN_GAS1_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2015_JUL_FINAL_VINTAGE,GEE Live 2015 July Final,IMF.RES.GEE,GEE_LIVE_2015_JUL_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_JUL_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2016_OCT_GAS3_VINTAGE,GEE Live 2016 October GAS3,IMF.RES.GEE,GEE_LIVE_2016_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_OCT_GAS3_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2015_APR_FINAL_VINTAGE,GEE Live 2015 April Final,IMF.RES.GEE,GEE_LIVE_2015_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2022_JAN_FINAL_VINTAGE,GEE Live 2022 January Final,IMF.RES.GEE,GEE_LIVE_2022_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_JAN_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2013_OCT_VINTAGE,WEO Live 2013 October,IMF.RES.WEO,WEO_LIVE_2013_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2013_OCT_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2018_APR_GAS2_VINTAGE,GAS Live 2018 April GAS2,IMF.RES.GAS,GAS_LIVE_2018_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_APR_GAS2_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2010_OCT_GAS2_VINTAGE,GAS Live 2010 October GAS2,IMF.RES.GAS,GAS_LIVE_2010_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2010_OCT_GAS2_VINTAGE(1.0.0)
IMF.STA:MFS_IR_2026_FEB_VINTAGE,"Monetary and Financial Statistics (MFS), Interest Rate 2026 February",IMF.STA,MFS_IR_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_IR_2026_FEB_VINTAGE(1.0.0)
