name,Agency ID,Resource ID,Latest Version,Unique ID
GAS Live 2007 April Final,IMF.RES.GAS,GAS_LIVE_2007_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2007_APR_FINAL_VINTAGE(1.0.0)
GAS Live 2012 April GAS2,IMF.RES.GAS,GAS_LIVE_2012_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2012_APR_GAS2_VINTAGE(1.0.0)
WEO Live 2011 January,IMF.RES.WEO,WEO_LIVE_2011_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2011_JAN_VINTAGE(1.0.0)
GAS Live 2014 April Final,IMF.RES.GAS,GAS_LIVE_2014_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2014_APR_FINAL_VINTAGE(1.0.0)
WEO Live 2023 October,IMF.RES.WEO,WEO_LIVE_2023_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2023_OCT_VINTAGE(1.0.0)
GEE Live 2007 April Final,IMF.RES.GEE,GEE_LIVE_2007_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2007_APR_FINAL_VINTAGE(1.0.0)
"Consensus Forecasts (CF), Monthly",IMF.CSF,CF_M,16.0.0,IMF.CSF:CF_M(16.0.0)
GEE Live 2014 April Final,IMF.RES.GEE,GEE_LIVE_2014_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_APR_FINAL_VINTAGE(1.0.0)
GEE Live 2004 April Final,IMF.RES.GEE,GEE_LIVE_2004_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2004_APR_FINAL_VINTAGE(1.0.0)
GAS Live 2011 January GAS0,IMF.RES.GAS,GAS_LIVE_2011_JAN_GAS0_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_JAN_GAS0_VINTAGE(1.0.0)
Euro/ECU exchange rates - annual data,ESTAT,ERT_BIL_EUR_A,1.0,ESTAT:ERT_BIL_EUR_A(1.0)
WEO Live 1992 October,IMF.RES.WEO,WEO_LIVE_1992_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1992_OCT_VINTAGE(1.0.0)
International Reserves and Foreign Currency Liquidity (IRFCL),IMF.STA,IRFCL,11.0.0,IMF.STA:IRFCL(11.0.0)
Effective Exchange Rate (EER),IMF.STA,EER,6.0.0,IMF.STA:EER(6.0.0)
GEE Live 2025 October GAS3,IMF.RES.GEE,GEE_LIVE_2025_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2025_OCT_GAS3_VINTAGE(1.0.0)
GAS Live 2022 January GAS1,IMF.RES.GAS,GAS_LIVE_2022_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_JAN_GAS1_VINTAGE(1.0.0)
Gender,UNICEF,GENDER,1.0,UNICEF:GENDER(1.0)
GAS Live 2016 October GAS3,IMF.RES.GAS,GAS_LIVE_2016_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2016_OCT_GAS3_VINTAGE(1.0.0)
GEE Live 2020 April GAS3d,IMF.RES.GEE,GEE_LIVE_2020_APR_GAS3D_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_APR_GAS3D_VINTAGE(1.0.0)
Gross value added and income by detailed industry (NACE Rev.2 ),ESTAT,NAMA_10_A64,1.0,ESTAT:NAMA_10_A64(1.0)
Climate-Driven INFORM Risk Indicator,IMF.STA,INFORMRISK,1.0.4,IMF.STA:INFORMRISK(1.0.4)
WEO Live 2015 October,IMF.RES.WEO,WEO_LIVE_2015_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2015_OCT_VINTAGE(1.0.0)
WEO Live 1992 May,IMF.RES.WEO,WEO_LIVE_1992_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1992_MAY_VINTAGE(1.0.0)
GEE Live 2021 April GAS2,IMF.RES.GEE,GEE_LIVE_2021_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2021_APR_GAS2_VINTAGE(1.0.0)
"CO2 emissions embodied in domestic final demand, production, and trade (CO2E)",IMF.STA,CO2E,2.0.1,IMF.STA:CO2E(2.0.1)
GAS Live 2006 September Final,IMF.RES.GAS,GAS_LIVE_2006_SEP_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2006_SEP_FINAL_VINTAGE(1.0.0)
GEE Live 2024 October Final,IMF.RES.GEE,GEE_LIVE_2024_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2024_OCT_FINAL_VINTAGE(1.0.0)
"Financial Soundness Indicators (FSI), Country Metadata Table 2",IMF.STA,FSI_COUNTRY_METADATA_TABLE_2,3.0.0,IMF.STA:FSI_COUNTRY_METADATA_TABLE_2(3.0.0)
WEO Live 2012 April,IMF.RES.WEO,WEO_LIVE_2012_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2012_APR_VINTAGE(1.0.0)
Cross-sector indicators,UNICEF,GLOBAL_DATAFLOW,1.0,UNICEF:GLOBAL_DATAFLOW(1.0)
GEE Live 2015 July Final,IMF.RES.GEE,GEE_LIVE_2015_JUL_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_JUL_FINAL_VINTAGE(1.0.0)
GEE Live 2019 April GAS2,IMF.RES.GEE,GEE_LIVE_2019_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_APR_GAS2_VINTAGE(1.0.0)
GEE Live 2010 October Final,IMF.RES.GEE,GEE_LIVE_2010_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2010_OCT_FINAL_VINTAGE(1.0.0)
WEO Live 2023 July,IMF.RES.WEO,WEO_LIVE_2023_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2023_JUL_VINTAGE(1.0.0)
Carbon Emission Per Unit of Output (CO2EEIEM),IMF.STA,CO2EEIEM,2.0.2,IMF.STA:CO2EEIEM(2.0.2)
GAS Live 2025 April GAS3b,IMF.RES.GAS,GAS_LIVE_2025_APR_GAS3B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_APR_GAS3B_VINTAGE(1.0.0)
GAS Live 2020 October Final,IMF.RES.GAS,GAS_LIVE_2020_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_OCT_FINAL_VINTAGE(1.0.0)
WEO Live 2019 April,IMF.RES.WEO,WEO_LIVE_2019_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2019_APR_VINTAGE(1.0.0)
Balance of Payments (BOP),IMF.STA,BOP,21.0.0,IMF.STA:BOP(21.0.0)
GAS Live 2013 October Final,IMF.RES.GAS,GAS_LIVE_2013_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2013_OCT_FINAL_VINTAGE(1.0.0)
GEE Live 2014 January GAS1,IMF.RES.GEE,GEE_LIVE_2014_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_JAN_GAS1_VINTAGE(1.0.0)
GEE Live 2018 October GAS2,IMF.RES.GEE,GEE_LIVE_2018_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_OCT_GAS2_VINTAGE(1.0.0)
GAS Live 2019 April GAS3,IMF.RES.GAS,GAS_LIVE_2019_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2019_APR_GAS3_VINTAGE(1.0.0)
Gender Statistics (GS) Legal Rights,IMF.STA,GS_LGRGHTS,1.0.1,IMF.STA:GS_LGRGHTS(1.0.1)
Import prices in industry - monthly data,ESTAT,STS_INPI_M,1.0,ESTAT:STS_INPI_M(1.0)
"National Economic Accounts (NEA), Quarterly Data 2026 January",IMF.STA,QNEA_2026_JAN_VINTAGE,1.0.0,IMF.STA:QNEA_2026_JAN_VINTAGE(1.0.0)
GAS Live 2018 July GAS1,IMF.RES.GAS,GAS_LIVE_2018_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_JUL_GAS1_VINTAGE(1.0.0)
International Trade in Goods (by partner country) (IMTS),IMF.STA,IMTS,1.0.0,IMF.STA:IMTS(1.0.0)
GEE Live 2022 April GAS3b,IMF.RES.GEE,GEE_LIVE_2022_APR_GAS3B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_APR_GAS3B_VINTAGE(1.0.0)
GEE Live 2007 October Final,IMF.RES.GEE,GEE_LIVE_2007_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2007_OCT_FINAL_VINTAGE(1.0.0)
GEE Live 2012 January GAS1,IMF.RES.GEE,GEE_LIVE_2012_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2012_JAN_GAS1_VINTAGE(1.0.0)
GEE Live 2020 June Final,IMF.RES.GEE,GEE_LIVE_2020_JUN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_JUN_FINAL_VINTAGE(1.0.0)
GAS Live 2024 October GAS3,IMF.RES.GAS,GAS_LIVE_2024_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_OCT_GAS3_VINTAGE(1.0.0)
GAS Live 2020 April GAS3c,IMF.RES.GAS,GAS_LIVE_2020_APR_GAS3C_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_APR_GAS3C_VINTAGE(1.0.0)
GEE Live 2016 July GAS1,IMF.RES.GEE,GEE_LIVE_2016_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_JUL_GAS1_VINTAGE(1.0.0)
WEO Live 2025 April,IMF.RES.WEO,WEO_LIVE_2025_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2025_APR_VINTAGE(1.0.0)
GAS Live 2017 July GAS1,IMF.RES.GAS,GAS_LIVE_2017_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2017_JUL_GAS1_VINTAGE(1.0.0)
GEE Live 2015 October GAS2,IMF.RES.GEE,GEE_LIVE_2015_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_OCT_GAS2_VINTAGE(1.0.0)
GEE Live 2023 October GAS3,IMF.RES.GEE,GEE_LIVE_2023_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2023_OCT_GAS3_VINTAGE(1.0.0)
GAS Live 2016 October GAS2,IMF.RES.GAS,GAS_LIVE_2016_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2016_OCT_GAS2_VINTAGE(1.0.0)
GEE Live 2019 January Final,IMF.RES.GEE,GEE_LIVE_2019_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_JAN_FINAL_VINTAGE(1.0.0)
WEO Live 2025 October,IMF.RES.WEO,WEO_LIVE_2025_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2025_OCT_VINTAGE(1.0.0)
GAS Live 2010 April Final,IMF.RES.GAS,GAS_LIVE_2010_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2010_APR_FINAL_VINTAGE(1.0.0)
Carbon Rates,IMF.STA,CRBRATE,2.0.2,IMF.STA:CRBRATE(2.0.2)
Monetary and Financial Statistics (MFS): Financial Market Prices,IMF.STA,MFS_FMP,3.0.0,IMF.STA:MFS_FMP(3.0.0)
GFS Statement of Operations,IMF.STA,GFS_SOO,12.0.0,IMF.STA:GFS_SOO(12.0.0)
GEE Live 2017 January Final,IMF.RES.GEE,GEE_LIVE_2017_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2017_JAN_FINAL_VINTAGE(1.0.0)
GAS Live 2021 April GAS2,IMF.RES.GAS,GAS_LIVE_2021_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_APR_GAS2_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Financial Corporations 2026 January",IMF.STA,MFS_FC_2026_JAN_VINTAGE,1.0.0,IMF.STA:MFS_FC_2026_JAN_VINTAGE(1.0.0)
Potential labour force by sex and age,ILO,DF_EIP_WPLF_SEX_AGE_NB,1.0,ILO:DF_EIP_WPLF_SEX_AGE_NB(1.0)
GAS Live 2011 April Final,IMF.RES.GAS,GAS_LIVE_2011_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_APR_FINAL_VINTAGE(1.0.0)
GEE Live 2008 October Final,IMF.RES.GEE,GEE_LIVE_2008_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2008_OCT_FINAL_VINTAGE(1.0.0)
WEO Live 2020 April (ICP2017PPP Weights),IMF.RES.WEO,WEO_LIVE_2020_APR_ICP2017PPP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2020_APR_ICP2017PPP_VINTAGE(1.0.0)
WEO Live 2000 April,IMF.RES.WEO,WEO_LIVE_2000_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2000_APR_VINTAGE(1.0.0)
GAS Live 2025 October Final,IMF.RES.GAS,GAS_LIVE_2025_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_OCT_FINAL_VINTAGE(1.0.0)
GAS Live 2023 January GAS1,IMF.RES.GAS,GAS_LIVE_2023_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2023_JAN_GAS1_VINTAGE(1.0.0)
GEE Live 2025 October GAS2,IMF.RES.GEE,GEE_LIVE_2025_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2025_OCT_GAS2_VINTAGE(1.0.0)
WEO Live 2019 October,IMF.RES.WEO,WEO_LIVE_2019_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2019_OCT_VINTAGE(1.0.0)
Financial Access Survey (FAS),IMF.STA,FAS,5.0.0,IMF.STA:FAS(5.0.0)
Public Sector Balance Sheet (PSBS),IMF.FAD,PSBS,2.0.0,IMF.FAD:PSBS(2.0.0)
WEO Live 2024 April (ICP2021PPP Weights),IMF.RES.WEO,WEO_LIVE_2024_APR_ICP2021PPP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2024_APR_ICP2021PPP_VINTAGE(1.0.0)
Nights spent at tourist accommodation establishments - monthly data,ESTAT,TOUR_OCC_NIM,1.0,ESTAT:TOUR_OCC_NIM(1.0)
Quarterly Government Finance Statistics (QGFS) 2026 January,IMF.STA,QGFS_2026_JAN_VINTAGE,1.0.0,IMF.STA:QGFS_2026_JAN_VINTAGE(1.0.0)
"National Economic Accounts (NEA), Annual Data 2026 February",IMF.STA,ANEA_2026_FEB_VINTAGE,1.0.0,IMF.STA:ANEA_2026_FEB_VINTAGE(1.0.0)
World Economic Outlook (WEO),IMF.RES,WEO,9.0.0,IMF.RES:WEO(9.0.0)
International Investment Position (IIP) 2026 January,IMF.STA,IIP_2026_JAN_VINTAGE,1.0.0,IMF.STA:IIP_2026_JAN_VINTAGE(1.0.0)
World Economic Outlook (WEO) Live,IMF.RES.WEO,WEO_LIVE,3.0.0,IMF.RES.WEO:WEO_LIVE(3.0.0)
GEE Live 2018 January Final,IMF.RES.GEE,GEE_LIVE_2018_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_JAN_FINAL_VINTAGE(1.0.0)
WEO Live 2000 September,IMF.RES.WEO,WEO_LIVE_2000_SEP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2000_SEP_VINTAGE(1.0.0)
GAS Live 2014 October GAS3,IMF.RES.GAS,GAS_LIVE_2014_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2014_OCT_GAS3_VINTAGE(1.0.0)
Currency Composition of the International Investment Position (IIPCC),IMF.STA,IIPCC,13.0.0,IMF.STA:IIPCC(13.0.0)
Global Assumptions (GAS) Live,IMF.RES.GAS,GAS_LIVE,3.0.0,IMF.RES.GAS:GAS_LIVE(3.0.0)
WEO Live 2020 January (ICP2017PPP Weights),IMF.RES.WEO,WEO_LIVE_2020_JAN_ICP2017PPP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2020_JAN_ICP2017PPP_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Other Depository Corporations 2026 February",IMF.STA,MFS_ODC_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_ODC_2026_FEB_VINTAGE(1.0.0)
GAS Live 2024 April GAS3,IMF.RES.GAS,GAS_LIVE_2024_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_APR_GAS3_VINTAGE(1.0.0)
GEE Live 2015 April GAS2,IMF.RES.GEE,GEE_LIVE_2015_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_APR_GAS2_VINTAGE(1.0.0)
GAS Live 2017 January GAS1,IMF.RES.GAS,GAS_LIVE_2017_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2017_JAN_GAS1_VINTAGE(1.0.0)
GAS Live 2016 July GAS1b,IMF.RES.GAS,GAS_LIVE_2016_JUL_GAS1B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2016_JUL_GAS1B_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Depository Corporations 2026 January",IMF.STA,MFS_DC_2026_JAN_VINTAGE,1.0.0,IMF.STA:MFS_DC_2026_JAN_VINTAGE(1.0.0)
GAS Live 2016 April GAS2,IMF.RES.GAS,GAS_LIVE_2016_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2016_APR_GAS2_VINTAGE(1.0.0)
Consumer Price Index (CPI) 2026 January,IMF.STA,CPI_2026_JAN_VINTAGE,1.0.0,IMF.STA:CPI_2026_JAN_VINTAGE(1.0.0)
GEE Live 2005 October Final,IMF.RES.GEE,GEE_LIVE_2005_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2005_OCT_FINAL_VINTAGE(1.0.0)
GEE Live 2025 April GAS2,IMF.RES.GEE,GEE_LIVE_2025_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2025_APR_GAS2_VINTAGE(1.0.0)
GAS Live 2024 October Final,IMF.RES.GAS,GAS_LIVE_2024_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_OCT_FINAL_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Other Financial Corporations 2026 January",IMF.STA,MFS_OFC_2026_JAN_VINTAGE,1.0.0,IMF.STA:MFS_OFC_2026_JAN_VINTAGE(1.0.0)
WEO Live 2024 April,IMF.RES.WEO,WEO_LIVE_2024_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2024_APR_VINTAGE(1.0.0)
GAS Live 2010 October Final,IMF.RES.GAS,GAS_LIVE_2010_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2010_OCT_FINAL_VINTAGE(1.0.0)
"Consumer Price Index (CPI), World and Country Aggregates (CPI_WCA) 2026 January",IMF.STA,CPI_WCA_2026_JAN_VINTAGE,1.0.0,IMF.STA:CPI_WCA_2026_JAN_VINTAGE(1.0.0)
WEO Live 1998 October,IMF.RES.WEO,WEO_LIVE_1998_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1998_OCT_VINTAGE(1.0.0)
WEO Live 1995 May,IMF.RES.WEO,WEO_LIVE_1995_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1995_MAY_VINTAGE(1.0.0)
GAS Live 2021 October GAS2,IMF.RES.GAS,GAS_LIVE_2021_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_OCT_GAS2_VINTAGE(1.0.0)
GAS Live 2010 June GAS1,IMF.RES.GAS,GAS_LIVE_2010_JUN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2010_JUN_GAS1_VINTAGE(1.0.0)
Bloomberg Data License,IMF.CSF,BBGDL,4.0.2,IMF.CSF:BBGDL(4.0.2)
GAS Live 2011 June GAS0,IMF.RES.GAS,GAS_LIVE_2011_JUN_GAS0_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_JUN_GAS0_VINTAGE(1.0.0)
Global Economic Environment (GEE) Live,IMF.RES.GEE,GEE_LIVE,1.0.0,IMF.RES.GEE:GEE_LIVE(1.0.0)
GEE Live 2013 October GAS3,IMF.RES.GEE,GEE_LIVE_2013_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2013_OCT_GAS3_VINTAGE(1.0.0)
WEO Live 2026 January,IMF.RES.WEO,WEO_LIVE_2026_JAN_VINTAGE,1.1.0,IMF.RES.WEO:WEO_LIVE_2026_JAN_VINTAGE(1.1.0)
Producer Price Index (PPI) 2026 February,IMF.STA,PPI_2026_FEB_VINTAGE,1.0.0,IMF.STA:PPI_2026_FEB_VINTAGE(1.0.0)
GAS Live 2022 July GAS1,IMF.RES.GAS,GAS_LIVE_2022_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_JUL_GAS1_VINTAGE(1.0.0)
GEE Live 2006 April Final,IMF.RES.GEE,GEE_LIVE_2006_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2006_APR_FINAL_VINTAGE(1.0.0)
GAS Live 2022 January GAS1b,IMF.RES.GAS,GAS_LIVE_2022_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_JAN_GAS1B_VINTAGE(1.0.0)
GEE Live 2023 April GAS3,IMF.RES.GEE,GEE_LIVE_2023_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2023_APR_GAS3_VINTAGE(1.0.0)
WEO Live 2024 January (ICP2021PPP Weights),IMF.RES.WEO,WEO_LIVE_2024_JAN_ICP2021PPP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2024_JAN_ICP2021PPP_VINTAGE(1.0.0)
GAS Live 2012 October GAS2,IMF.RES.GAS,GAS_LIVE_2012_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2012_OCT_GAS2_VINTAGE(1.0.0)
GEE Live 2022 July GAS1,IMF.RES.GEE,GEE_LIVE_2022_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_JUL_GAS1_VINTAGE(1.0.0)
GAS Live 2014 April GAS3,IMF.RES.GAS,GAS_LIVE_2014_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2014_APR_GAS3_VINTAGE(1.0.0)
GAS Live 2013 July GAS1,IMF.RES.GAS,GAS_LIVE_2013_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2013_JUL_GAS1_VINTAGE(1.0.0)
World Development Indicators,WB,WDI,1.0.0,WB:WDI(1.0.0)
International Trade in Goods (by partner country) (IMTS) 2025 December,IMF.STA,IMTS_2025_DEC_VINTAGE,1.0.0,IMF.STA:IMTS_2025_DEC_VINTAGE(1.0.0)
WEO Live 1993 May,IMF.RES.WEO,WEO_LIVE_1993_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1993_MAY_VINTAGE(1.0.0)
WEO Live 2018 April,IMF.RES.WEO,WEO_LIVE_2018_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2018_APR_VINTAGE(1.0.0)
GAS Live 2023 October Final,IMF.RES.GAS,GAS_LIVE_2023_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2023_OCT_FINAL_VINTAGE(1.0.0)
WEO Live 2001 October,IMF.RES.WEO,WEO_LIVE_2001_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2001_OCT_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Monetary Aggregates",IMF.STA,MFS_MA,10.0.1,IMF.STA:MFS_MA(10.0.1)
GDP and main aggregates - international data cooperation quarterly data,ESTAT,NAIDQ_10_GDP,1.0,ESTAT:NAIDQ_10_GDP(1.0)
WEO Live 1996 October,IMF.RES.WEO,WEO_LIVE_1996_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1996_OCT_VINTAGE(1.0.0)
GAS Live 2020 October GAS3,IMF.RES.GAS,GAS_LIVE_2020_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_OCT_GAS3_VINTAGE(1.0.0)
IMF-Adapted ND-GAIN Index (NDGAIN),IMF.STA,NDGAIN,1.0.1,IMF.STA:NDGAIN(1.0.1)
GEE Live 2005 April Final,IMF.RES.GEE,GEE_LIVE_2005_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2005_APR_FINAL_VINTAGE(1.0.0)
Euro/ECU exchange rates - daily data,ESTAT,ERT_BIL_EUR_D,1.0,ESTAT:ERT_BIL_EUR_D(1.0)
GAS Live 2012 July GAS1,IMF.RES.GAS,GAS_LIVE_2012_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2012_JUL_GAS1_VINTAGE(1.0.0)
GAS Live 2021 October Final,IMF.RES.GAS,GAS_LIVE_2021_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_OCT_FINAL_VINTAGE(1.0.0)
GAS Live 2023 July GAS1,IMF.RES.GAS,GAS_LIVE_2023_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2023_JUL_GAS1_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Depository Corporations 2026 February",IMF.STA,MFS_DC_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_DC_2026_FEB_VINTAGE(1.0.0)
HICP - monthly data (index),ESTAT,PRC_HICP_MIDX,1.0,ESTAT:PRC_HICP_MIDX(1.0)
GEE Live 2017 October GAS3,IMF.RES.GEE,GEE_LIVE_2017_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2017_OCT_GAS3_VINTAGE(1.0.0)
Crypto-based Parallel Exchange Rates (Working Paper dataset WP-CPER),IMF.STA,WPCPER,6.0.0,IMF.STA:WPCPER(6.0.0)
"Balance of Payments and International Investment Position Statistics (BOP/IIP), World and Country Group Aggregates",IMF.STA,BOP_AGG,9.0.1,IMF.STA:BOP_AGG(9.0.1)
"Monetary and Financial Statistics (MFS), Other Depository Corporations 2026 January",IMF.STA,MFS_ODC_2026_JAN_VINTAGE,1.0.0,IMF.STA:MFS_ODC_2026_JAN_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Other Financial Corporations 2026 February",IMF.STA,MFS_OFC_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_OFC_2026_FEB_VINTAGE(1.0.0)
GEE Live 2013 January Final,IMF.RES.GEE,GEE_LIVE_2013_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2013_JAN_FINAL_VINTAGE(1.0.0)
